,Kingdom,Phylum,Class,Order,Family,Confidence
ASV9422,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,1
ASV9423,Bacteria,FBP,NA,NA,NA,1
ASV9424,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV9426,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV9427,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Root;k__Bacteria;p__Verrucomicrobia;c__Pedosphaerae;o__Pedosphaerales,1
ASV9429,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,1
ASV9431,Bacteria,OP3,PBS-25,NA,NA,1
ASV9437,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV9439,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,NA,0.67
ASV9441,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,0.67
ASV9442,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,1
ASV9445,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9446,Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,1
ASV9452,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV9453,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV9455,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,NA,1
ASV9460,Bacteria,Chloroflexi,NA,NA,NA,1
ASV9461,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV9463,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9467,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV9472,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV9474,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,1
ASV9476,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,1
ASV9480,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,1
ASV9482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV9485,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV9488,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,1
ASV9490,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9492,Bacteria,Chloroflexi,TK17,NA,NA,1
ASV9493,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,1
ASV9500,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV9501,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV9502,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,1
ASV9506,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV9507,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV9515,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,1
ASV9516,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Criblamydiaceae,0.67
ASV9524,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,1
ASV9525,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,1
ASV9527,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV9529,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV9539,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,1
ASV9540,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,1
ASV9541,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV9542,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV9543,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV9544,Bacteria,Chloroflexi,TK10,B07_WMSP1,NA,1
ASV9545,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV9546,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV9564,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,1
ASV9567,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV9569,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,NA,1
ASV9571,Bacteria,TM7,TM7-3,NA,NA,1
ASV9572,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV9578,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,0.67
ASV9581,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9583,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,NA,1
ASV9589,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV9590,Bacteria,Proteobacteria,Alphaproteobacteria,Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,1
ASV9591,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV9594,Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,Kouleothrixaceae,1
ASV9595,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,1
ASV9597,Bacteria,Chloroflexi,Chloroflexi,AKIW781,NA,1
ASV9600,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV9601,Bacteria,OD1,ZB2,NA,NA,1
ASV9604,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9605,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV9609,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9611,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV9614,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV9616,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV9619,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9620,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV9624,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV9625,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9626,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,NA,1
ASV9627,Bacteria,Planctomycetes,Phycisphaerae,CPla-3,NA,1
ASV9629,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV9632,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,1
ASV9636,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV9639,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV9641,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV9644,Bacteria,OD1,ZB2,NA,NA,1
ASV9645,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV9646,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV9647,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,1
ASV9649,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV9651,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,1
ASV9655,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV9658,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV9659,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV9660,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV9663,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,1
ASV9664,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9666,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,NA,1
ASV9667,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9668,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV9670,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV9671,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,1
ASV9673,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,0.67
ASV9677,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV9679,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9686,Bacteria,Elusimicrobia,Elusimicrobia,IIb,NA,1
ASV9687,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,0.67
ASV9692,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV9694,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV9701,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV9702,Bacteria,Proteobacteria,TA18,CV90,NA,1
ASV9708,Bacteria,TM6,SJA-4,NA,NA,1
ASV9713,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,1
ASV9714,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9724,Bacteria,TM7,TM7-1,NA,NA,1
ASV9725,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV9726,Bacteria,TM7,TM7-1,NA,NA,1
ASV9728,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV9734,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV9737,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV9740,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV9742,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,NA,1
ASV9743,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV9747,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,NA,1
ASV9748,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9760,Bacteria,TM7,TM7-1,NA,NA,1
ASV9761,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,1
ASV9763,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9764,Bacteria,FBP,NA,NA,NA,1
ASV9766,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9773,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV9775,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,0.67
ASV9776,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV9779,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,1
ASV9781,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,NA,1
ASV9782,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV9787,Bacteria,TM7,SC3,NA,NA,1
ASV9788,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV9789,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,1
ASV9793,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV9795,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9797,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV9798,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,1
ASV9799,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV9804,Bacteria,Chloroflexi,TK10,AKYG885,Dolo_23,1
ASV9805,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,1
ASV9810,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV9812,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV9814,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9816,Bacteria,BHI80-139,NA,NA,NA,1
ASV9818,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV9819,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Root;k__Bacteria;p__Verrucomicrobia;c__Pedosphaerae;o__Pedosphaerales,1
ASV9820,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,1
ASV9823,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,1
ASV9824,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,0.67
ASV9825,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV9826,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9828,Bacteria,OD1,SM2F11,NA,NA,1
ASV9834,Bacteria,OD1,ABY1,NA,NA,1
ASV9836,Bacteria,Gemmatimonadetes,Gemm-1,NA,NA,1
ASV9838,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV9840,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV9842,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,1
ASV9843,Bacteria,Elusimicrobia,Elusimicrobia,IIb,NA,1
ASV9846,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV9848,Bacteria,Acidobacteria,Sva0725,Sva0725,NA,1
ASV9850,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,1
ASV9851,Bacteria,Chloroflexi,Ellin6529,NA,NA,1
ASV9861,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV9862,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,NA,1
ASV9863,Bacteria,Chloroflexi,Ellin6529,NA,NA,1
ASV9864,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9873,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV9875,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,1
ASV9879,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,1
ASV9882,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV9884,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9886,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV9891,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV9892,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,1
ASV9893,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV9894,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,1
ASV9896,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV9897,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,0.67
ASV9901,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV9903,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV9909,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,1
ASV9910,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV9913,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV9914,Bacteria,OD1,ZB2,NA,NA,1
ASV9917,Bacteria,Chlorobi,NA,NA,NA,1
ASV9924,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,1
ASV9928,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV9933,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV9934,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV9935,Bacteria,OP11,WCHB1-64,NA,NA,1
ASV9938,Bacteria,Chloroflexi,TK10,AKYG885,Dolo_23,1
ASV9939,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV9940,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV9944,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV9951,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV9952,Bacteria,TM7,TM7-3,NA,NA,1
ASV9953,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,NA,1
ASV9955,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV9961,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV9962,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,1
ASV9963,Bacteria,Gemmatimonadetes,Gemm-1,NA,NA,1
ASV9965,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV9966,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV9971,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,0.67
ASV9972,Bacteria,Acidobacteria,Chloracidobacteria,NA,NA,1
ASV9973,Bacteria,Verrucomicrobia,Methylacidiphilae,S-BQ2-57,NA,1
ASV9982,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,0.67
ASV9983,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,NA,1
